iter	RMSE
373	1.040222003
374	1.037540544
375	1.03735524
376	1.03494087
377	1.032874092
378	1.030283213
379	1.027345786
380	1.023733962
381	1.022200646
382	1.021912868
383	1.020520087
384	1.016440976
385	1.013507512
386	1.013357745
387	1.011172917
388	1.007224949
389	1.004359891
390	1.000846253
391	0.9982889468
392	0.9958234239
393	0.9926856682
394	0.990087934
395	0.9870689343
396	0.984249838
397	0.9812791706
398	0.9789181552
399	0.9787953603
400	0.9758876884
401	0.9729323399
402	0.9701264797
403	0.968605955
404	0.9663522325
405	0.964025183
406	0.9608854749
407	0.9589387225
408	0.9558252115
409	0.9531591599
410	0.9510778673
411	0.949349524
412	0.9459531159
413	0.9442665207
414	0.9414995425
415	0.9394589092
416	0.9375487698
417	0.9357664828
418	0.9339068985
419	0.9310561882
420	0.9292588695
421	0.9262337521
422	0.9241958626
423	0.9213579936
424	0.9185051178
425	0.9165749922
426	0.9148427718
427	0.9133588773
428	0.9108047764
429	0.9086634515
430	0.9072848073
431	0.9061813851
432	0.9050435545
433	0.9031220572
434	0.9007734595
435	0.8993526445
436	0.8971542683
437	0.895557807
438	0.8939781325
439	0.8928593598
440	0.8918599187
441	0.889959648
442	0.8885682408
443	0.8861458605
444	0.8846630294
445	0.8823146508
446	0.8799511015
447	0.878188256
448	0.875990117
449	0.8746436878
450	0.8728241755
451	0.8700276843
452	0.8686932596
453	0.866963928
454	0.8656346686
455	0.8631509487
456	0.8616417555
457	0.8597068705
458	0.8582055979
459	0.8561781012
460	0.8555584138
461	0.8539756222
462	0.8517570322
463	0.8498877059
464	0.8485966117
465	0.8456504247
466	0.8439654407
467	0.8413580788
468	0.8400668192
469	0.8382800955
470	0.8353126911
471	0.833884935
472	0.8326167458
473	0.8303898304
474	0.8281624043
475	0.8263004895
476	0.8246768292
477	0.822372141
478	0.8208346704
479	0.8194701742
480	0.8182029941
481	0.8173605604
482	0.8159023572
483	0.814068156
484	0.8126279979
485	0.8101945992
486	0.8088581412
487	0.8076687631
488	0.8055313979
489	0.8033484382
490	0.8022795954
491	0.8005697614
492	0.7984455124
493	0.7976386413
494	0.7953623182
495	0.7944832246
496	0.7917196004
497	0.7903825173
498	0.7887332792
499	0.7868393058
500	0.7858400119
501	0.7838980229
502	0.7811287511
503	0.7791119744
504	0.7778852194
505	0.776003368
506	0.7752167325
507	0.773727096
508	0.7718481147
509	0.7703706172
510	0.7690507353
511	0.7677844402
512	0.7659744103
513	0.7643824513
514	0.7634991041
515	0.7620571396
516	0.7608772905
517	0.759690906
518	0.7574751325
519	0.7551746768
520	0.7538458044
521	0.7520573008
522	0.7503993425
523	0.748551885
524	0.7463708785
525	0.7450525213
526	0.7434189186
527	0.7421685442
528	0.7405365232
529	0.7387270579
530	0.7369020705
531	0.7356947262
532	0.7349105505
533	0.7330613318
534	0.7320265506
535	0.7308049079
536	0.7291562957
537	0.7284878385
538	0.726930011
539	0.7252538278
540	0.7233638247
541	0.7221179928
542	0.7199836795
543	0.7188282068
544	0.7172081527
545	0.7153733041
546	0.7133581176
547	0.7119095806
548	0.7101890981
549	0.7080389051
550	0.7066501496
551	0.7048358537
552	0.7037941813
553	0.7029219667
554	0.7014983176
555	0.700793194
556	0.6998701931
557	0.6984772067
558	0.6971447689
559	0.6957405724
560	0.6949015943
561	0.6938680408
562	0.6920822491
563	0.6902705225
564	0.6891888907
565	0.6884415807
566	0.687248383
567	0.6860568248
568	0.6848055746
569	0.6833366136
570	0.6821709021
571	0.6806373857
572	0.6798282714
573	0.677915993
574	0.6771076369
575	0.6762711781
576	0.6755867462
577	0.6746049305
578	0.6733043029
579	0.6722498437
580	0.6710241603
581	0.6700433488
582	0.6692576779
583	0.6679106417
584	0.6669416742
585	0.6662748605
586	0.6649833791
587	0.664028606
588	0.6631708529
589	0.6621804796
590	0.6610141121
591	0.6602735472
592	0.6596372182
593	0.6586166808
594	0.6570945924
595	0.6559569165
596	0.6553544031
597	0.654223691
598	0.653579345
599	0.6525713335
600	0.6513308834
601	0.6497816657
602	0.6481039451
603	0.6468853928
604	0.6456035799
605	0.6442680709
606	0.6433271614
607	0.641933293
608	0.6402938849
609	0.6387138464
610	0.6375378854
611	0.6361047263
612	0.6349620144
613	0.633585283
614	0.6325430304
615	0.6316472384
616	0.6306006694
617	0.6292618785
618	0.6284763207
619	0.6270152188
620	0.6257741811
621	0.6251992837
622	0.6243238946
623	0.6230996295
624	0.6226121018
625	0.6219597438
626	0.6208125573
627	0.6198892991
628	0.6193728923
629	0.6181921613
630	0.617522416
631	0.616260643
632	0.6149168976
633	0.6142978116
634	0.6132041976
635	0.6116249438
636	0.6102786532
637	0.6088511858
638	0.6075109045
639	0.6065550332
640	0.6058666792
641	0.6046553154
642	0.6038411196
643	0.6031660821
644	0.6022891856
645	0.6015153869
646	0.6005761647
647	0.5991057876
648	0.5977730904
649	0.5970372492
650	0.596325607
651	0.5953524811
652	0.5941607757
653	0.5933099421
654	0.5925320839
655	0.5915103677
656	0.5904944778
657	0.5901483916
658	0.5889668295
659	0.5878806741
660	0.5865376184
661	0.585838378
662	0.5849548285
663	0.5837441007
664	0.5830918141
665	0.5819889746
666	0.5810495555
667	0.5802043795
668	0.5791687178
669	0.5781932113
670	0.5766821043
671	0.5753718615
672	0.5745052467
673	0.5738760625
674	0.57311952
675	0.5726126459
676	0.5722366712
677	0.5718221677
678	0.5704678143
679	0.5695324215
680	0.5687188198
681	0.5678429428
682	0.5666307005
683	0.5658901755
684	0.565450598
685	0.5649731795
686	0.5640007989
687	0.5630527478
688	0.561826127
689	0.5611016347
690	0.5604796685
691	0.5597790725
692	0.5591417515
693	0.5583040996
694	0.5575934373
695	0.5567207536
696	0.5555640595
697	0.5549131506
698	0.5537547166
699	0.5528708331
700	0.5520216488
701	0.5514639867
702	0.5509822834
703	0.5497633765
704	0.5487285663
705	0.547870546
706	0.5471200228
707	0.5461591034
708	0.5456440247
709	0.5447552908
710	0.5441535895
711	0.5431771597
712	0.5422693449
713	0.5411205442
714	0.5405599366
715	0.5397392161
716	0.5392565472
717	0.5383246453
718	0.5371809676
719	0.5362117064
720	0.5356289289
721	0.5352890975
722	0.5346582527
723	0.5335188932
724	0.5325664344
725	0.531729869
726	0.531319792
727	0.530463951
728	0.529611325
729	0.5293441442
730	0.5287454768
731	0.5277622678
732	0.5270636957
733	0.5268186145
734	0.525904108
735	0.5250028931
736	0.5242989388
737	0.5235179824
738	0.5224976899
739	0.5216887926
740	0.5209469783
741	0.5201797043
742	0.5192610271
743	0.5184327798
744	0.5176028467
745	0.5172185581
746	0.5161329683
747	0.5154149752
748	0.5144233514
749	0.514195746
750	0.5132323644
751	0.5123011249
752	0.5114151953
753	0.5104939927
754	0.5101386943
755	0.5091227751
756	0.5084829038
757	0.5081393682
758	0.507368365
759	0.5070504246
760	0.5064776266
761	0.5054701264
762	0.5049895149
763	0.5039394229
764	0.5033801792
765	0.5032611137
766	0.5029556819
767	0.5019770849
768	0.5013244822
769	0.5009697686
770	0.5000340643
771	0.4995139682
772	0.4987241463
773	0.4981516966
774	0.4974785831
775	0.4970837515
776	0.496419312
777	0.4957674803
778	0.4956551401
779	0.4947352208
780	0.4944765837
781	0.4936034883
782	0.4928332121
783	0.4919171115
784	0.4908986499
785	0.4898655097
786	0.4891045219
787	0.4884829406
788	0.4879458056
789	0.4870929371
790	0.486284144
791	0.4861031954
792	0.4852234619
793	0.4844773814
794	0.4838866617
795	0.4830123103
796	0.4826268881
797	0.4817434681
798	0.4815237963
799	0.480635755
800	0.4796481274
801	0.4788618045
802	0.4782756553
803	0.4775286747
804	0.4768257105
805	0.4762928762
806	0.4753222233
807	0.4746891764
808	0.4744003495
809	0.473757382
810	0.4726528232
811	0.4723670067
812	0.471548399
813	0.4708144994
814	0.4701789832
815	0.4695135032
816	0.4689512003
817	0.4683198485
818	0.4675502081
819	0.4670854812
820	0.4661378544
821	0.4656596102
822	0.4650564788
823	0.4642584074
824	0.4632868063
825	0.462398884
826	0.4621605897
827	0.4613089759
828	0.4608298567
829	0.4601007429
830	0.4596630758
831	0.4593115402
832	0.4584712839
833	0.4580728491
834	0.4573702354
835	0.4569959778
836	0.4563209491
837	0.455647833
838	0.4549839164
839	0.4543363403
840	0.4536746945
841	0.4530104221
842	0.4525566861
843	0.4521335946
844	0.4520337084
845	0.4511982548
846	0.4503989849
847	0.4498246241
848	0.4493376517
849	0.4485843979
850	0.4484331705
851	0.44776524
852	0.4472463698
853	0.4463211215
854	0.4456659925
855	0.4452750523
856	0.4448948673
857	0.4441528016
858	0.4437811139
859	0.4432281395
860	0.4428289761
861	0.4425748306
862	0.4421801301
863	0.4420929989
864	0.4416674222
865	0.4409838674
866	0.4402916682
867	0.4392739828
868	0.4388533532
869	0.4382927649
870	0.4377085878
871	0.4372014757
872	0.4365817581
873	0.435945283
874	0.4358244336
875	0.4352032738
876	0.4344643589
877	0.4340820489
878	0.4339075205
879	0.4334742815
880	0.4332969482
881	0.4325280082
882	0.4317855627
883	0.4310048355
884	0.430280066
885	0.4297937336
886	0.4293306746
887	0.428959365
888	0.4282811389
889	0.4278888858
890	0.4274759438
891	0.4272112482
892	0.4267728997
893	0.4261271062
894	0.4253797807
895	0.424716239
896	0.4240856646
897	0.4236203744
898	0.4230640952
899	0.4223924103
900	0.4218479172
901	0.421383271
902	0.4211918842
903	0.4206384245
904	0.4200568133
905	0.4194995133
906	0.4191644956
907	0.4187609468
908	0.4184008891
909	0.4176763141
910	0.417221075
911	0.4165972119
912	0.4162728285
913	0.415889004
914	0.4156135381
915	0.4150909307
916	0.414581994
917	0.4143915888
918	0.4137685517
919	0.4131419796
920	0.4126518205
921	0.4117712488
922	0.4113623887
923	0.4111504596
924	0.4107652256
925	0.4100322017
926	0.4096529347
927	0.409373449
928	0.4087672772
929	0.4082450586
930	0.4075809697
931	0.4067634099
932	0.4060787067
933	0.4054911872
934	0.4051543538
935	0.4048741811
936	0.4044421281
937	0.4042114907
938	0.4036132746
939	0.4032374929
940	0.4029186422
941	0.4024506121
942	0.4017641384
943	0.4012364214
944	0.4008413714
945	0.4002163718
946	0.3997504738
947	0.3989334556
948	0.3983440926
949	0.39816154
950	0.3977195707
951	0.397388465
952	0.3968182971
953	0.3965879869
954	0.3960714591
955	0.3952845334
956	0.3950172728
957	0.3945937063
958	0.3939290661
959	0.3933410893
960	0.393045707
961	0.3922471245
962	0.3917048903
963	0.3914125952
964	0.3909986266
965	0.39058455
966	0.3901735023
967	0.389505799
968	0.3890085649
969	0.3885643762
970	0.3879457474
971	0.3877181634
972	0.3871864629
973	0.3865557282
974	0.3863681759
975	0.3860525478
976	0.3858516609
977	0.3852748389
978	0.3849203374
979	0.3842334587
980	0.3836109466
981	0.383174865
982	0.3824935541
983	0.3822438297
984	0.3819867222
985	0.3817603219
986	0.3813171948
987	0.380990187
988	0.3805893243
989	0.3800274473
990	0.3796232483
991	0.3789723348
992	0.3783023417
993	0.3778036583
994	0.3772139782
995	0.376671772
996	0.3760592899
997	0.3757614143
998	0.3752866224
999	0.3747099471
